message
"Приоритетные направления развития транспортных вузов обсудили на XIX Международном форуме «Транспорт России»

Форсайт-сессия собрала ведущих отраслевых экспертов: первого замминистра транспорта РФ Константина Пашкова, руководителя Росжелдора Александра Сахарова, ректора ГМУ им. адм. Ф.Ф. Ушакова Сергея Кондратьева, ректора МГУ им. адм. Г.И. Невельского Дениса Бурова, представителей ОАО «РЖД» и ректоров ведущих университетов.

Обсуждали шаги по взаимодействию вузов и промышленности: совместные проекты, научные исследования, подготовку кадров для цифровой экономики.

По мнению участников дискуссии, только тесный союз университетов и индустрии позволит обеспечить технологические прорывы и кадровый резерв для новых задач транспорта.

🖥Росморречфлот в MAX | ВК"
"Два новых обстановочных судна поступят в Администрацию «Енисейречтранс»

Госкомиссия подписала акты приемки судов проекта 3050.1А – «Евгений Петров» и «Николай Чалов».

Они названы в честь старейших путейцев Красноярского и Ангарского районов. 

Суда уже готовы к работе в Енисейском бассейне, стартуют в следующую навигацию.

Всего по заказу ФКУ «Речводпуть» строится 13 судов этой серии. Девять уже задействованы на внутренних водных путях для обслуживания навигационной обстановки, контроля глубин и передвижения барж до 400 тонн.

Характеристики судов:
Длина  – 26,8 м.
Ширина  – 4,2 м.
Осадка – 1 м.
Экипаж – 6 чел.
Автономность – 6 суток.

🖥Росморречфлот в MAX | ВК"
""
"Михаил Мишустин выделил направления развития транспортной отрасли России

🚚Перевозка пассажиров и грузов должна стать современной, комплексной, высокотехнологичной и умной услугой, которая будет предлагать оптимальные маршруты и способы доставки до конечного пункта по земле, воде или воздуху. 

🔺Для этого Правительство продолжает формировать единый механизм, который объединит все виды транспорта и станет одной из самых прогрессивных и инновационных сфер в стране.

🗺Важной отраслевой задачей является повышение конкурентоспособности российских международных маршрутов. Прежде всего, в Азово-Черноморском и Восточном направлениях, а также коридора «Север – Юг». Грузовые перевозки по ним за следующие 5 лет должны вырасти в 1,5 раза к уровню 2021 года.

🚘Ведется работа над совершенствованием процедур досмотра автомобилей в пунктах пропуска через государственную границу. Для этого внедряются новые цифровые решения, например система электронной очереди.

🚢Отдельное направление – развитие Трансарктического транспортного коридора. Для наращивания арктических перевозок укрепляется ледокольный флот и продолжается развитие прибрежной инфраструктуры в северных широтах. В частности, в портах Мурманск, Сабетта, Диксон, Певек. 

👷🏻‍♀️Глава Правительства отметил, что за следующие 5 лет необходимо подготовить десятки тысяч молодых специалистов с новыми компетенциями и навыками работы с цифровыми технологиями. Для этого принято решение о создании 9 научных центров по основным отраслевым направлениям. В профильных вузах развернуты образовательные программы по секторам высокоскоростного железнодорожного движения, беспилотного транспорта, автономного судовождения, а также квантовых технологий.

🎓Кроме того, необходима подготовка высококвалифицированных сотрудников рабочих специальностей. Председатель Правительства попросил руководителей регионов, образовательных учреждений, специализированных компаний держать на контроле эти вопросы. 

В завершение выступления Михаил Мишустин поздравил участников форума, а также трудовые коллективы с Днем работника транспорта и выразил уверенность, что в ходе форума появятся новые предложения и идеи для успешного преодоления текущих и будущих вызовов.

🇷🇺 Подписаться на Правительство России в MAX"
"Росморречфлот укрепляет сотрудничество с регионами

На XIX Международном форуме и выставке «Транспорт России» руководитель Росморречфлота Андрей Тарасенко провёл ряд встреч с руководителями регионов, на которых рассмотрели вопросы развития внутренних водных путей: 

🇷🇺Создание регулярных речных туристических и пассажирских маршрутов на реке Белая обсудили с главой Башкортостана Радием Хабировым.

🇷🇺С главой Якутии Айсеном Николаевым обсудили меры поддержки северного завоза, обеспечение бесперебойной перевозки грузов по рекам Яна, Индигирка и Колыма.

🇷🇺Совершенствование портовой инфраструктуры и причалов, в частности, развитие порта Осетрово в Усть-Куте обсудили с губернатором Иркутской области Игорем Кобзевым.

🖥Росморречфлот в MAX | ВК"
"На «Транспортной неделе» в Москве руководитель Росморречфлота Андрей Тарасенко и губернатор Пермского края Дмитрий Махонин обсудили вопросы подготовки кадров для водного транспорта в крае на базе Пермского филиала ВГУВТ. 

🖥Росморречфлот в MAX | ВК"
"Поздравление министра транспорта Андрея Никитина с Днем работника транспорта

Дорогие работники и ветераны транспортной отрасли! Поздравляю вас с нашим профессиональным праздником!

Я благодарю вас за каждодневный, ответственный труд. В его основе — высокий профессионализм, преданность делу и любовь к России. Пять миллионов специалистов по всей стране — это огромная сила. Каждый из вас вносит вклад в создание единой транспортной системы. Она служит интересам людей, бизнеса и государства.

Сегодня перед страной стоят амбициозные задачи. Вместе мы создаем первую в стране высокоскоростную железнодорожную магистраль. Строим и ремонтируем дороги. Внедряем цифровые технологии и сервисы. Модернизируем порты, судоходные пути и аэродромы. Повышаем востребованность речных пассажирских перевозок. Стремимся к тому, чтобы транспорт экономил самый ценный ресурс человека — время. Всё это было бы невозможно без вас — настоящих профессионалов.

Мы гордимся специалистами, которые работают в приграничных регионах. Вы не только выполняете свой служебный долг, но и фактически защищаете страну. Обеспечиваете работу транспорта в самых сложных условиях.

Особые слова благодарности — нашим ветеранам. Ваш опыт — это прочный фундамент для всех сегодняшних достижений. Спасибо, что передаете его новым поколениям.

С уверенностью смотрим вперед: более 250 тысяч студентов сегодня обучаются в образовательных учреждениях транспортного комплекса, а с учетом дополнительного образования – порядка полумиллиона человек. Будущее отрасли — в надежных руках.

Уважаемые друзья! Желаю вам и вашим семьям здоровья, благополучия и уверенности в завтрашнем дне. Пусть ваша преданность делу всегда остается надежной опорой для развития страны. С праздником! 

#ПраздникиРФ

🦅Минтранс в Telegram | MAX"
""
""
"С X века до наших дней…

Иллюстрированный альбом об истории морского флота страны «Морской торговый флот России: краткая иллюстрированная история» поступит в отраслевые учебные заведения, судовые библиотеки и профильные предприятия. 

Многие материалы являются уникальными и опубликованы впервые.

Презентация нового издания состоялась на площадке Международного форума и выставки «Транспорт России».

🖥Росморречфлот в MAX | ВК"
"В России продолжается реализация проекта первого речного пассажирского беспилотного судна.  

В октябре 2024 года колесное судно «ДоброходЪ» проекта ПКС-40 успешно прошло испытания на Волге. В мае 2025 года судно совершило первую полуавтономную речную прогулку.

Контроль и управление судном совершается оператором из берегового Центра дистанционного управления (ЦДУ). 

Сейчас идёт работа по совершенствованию инфраструктуры связи и навигации.

Об этапах проекта рассказали в рамках форсайт-сессии на площадке XIX Международного форума и выставки «Транспорт России». 

🖥Росморречфлот в MAX | ВК"
"⚡️390 тысяч тонн составит общий объём перевалки грузов в Свияжском межрегиональном мультимодальном логистическом центре (СММЛЦ) в Татарстане в 2025 году.

Напомним, СММЛЦ запустили в работу в 2024 году, он стал первым успешным проектом по созданию перегрузочного комплекса для интеграции водного и наземного видов транспорта. Опыт Татарстана используют в других регионах.  

Среди новых проектов – грузовой терминал Нижний Бестях в Якутии и создание перегрузочного комплекса в Татищевском уширении Канала имени Москвы. 

Об этом сообщил руководитель Росморречфлота Андрей Тарасенко в рамках форсайт-сессии на площадке XIX Международного форума и выставки «Транспорт России». 

🖥Росморречфлот в MAX | ВК"
"⚡️В рамках нацпроекта «Эффективная транспортная система» к 2030 году мощности морских портов увеличатся на 225,4 млн тонн.

Наибольший прирост ожидается на восточном направлении – более 115 млн тонн. 

В рамках развития опорной сети внутренних водных путей к 2030 году планируется сокращение участков с осадкой судов до 3,6 м с 667 км до 68 км. 

О реализации нацпроекта и других мерах господдержки морского и внутреннего водного транспорта сообщил замминистра транспорта РФ Александр Пошивай в рамках форсайт-сессии на площадке XIX Международного форума и выставки «Транспорт России». 

🖥Росморречфлот в MAX | ВК"
"Росморречфлот и Ненецкий автономный округ подписали соглашение о долгосрочном сотрудничестве в рамках форума «Транспорт России». 

Стороны договорились  развивать телекоммуникационную инфраструктуру в арктическом регионе, а также инфраструктуру морского и внутреннего водного транспорта.

Основой для реализации проектов стала трансарктическая магистральная подводная волоконно-оптическая линия связи (ПВОЛС) – «Полярный экспресс». Это более 12 000 км оптоволокна на дне Северного Ледовитого и Тихого океанов по курсу Северного морского пути, от Мурманска до Владивостока.

🖥Росморречфлот в MAX | ВК"
"Развитие беспилотного судоходства, создание мультимодальных логистических центров, потенциал скоростных перевозок, реализация нацпроекта «Эффективная транспортная система».

Эти и другие вопросы обсудим с экспертами отрасли из разных регионов на нашей форсайт-сессии на площадке форума и выставки «Транспорт России».

Когда: 19 ноября 

Во сколько: 13:30 – 15:30

Где: Зал «Колизей» Гостиный двор 

🔗Ссылка на прямую трансляцию"
"Вице-премьер Виталий Савельев, министр транспорта Андрей Никитин, замминистра транспорта Александр Пошивай посетили стенд Росморречфлота и дистанционно управляли автономным экосудном «Копорье» ФГУП «Росморпорт»."
""
"А мы продолжаем…

«Транспортная неделя-2025»"
""
"Росморречфлот и АО «ЦНИИМФ» объединят усилия в вопросах повышения безопасности и эффективности объектов материально-технической базы водного транспорта.

Соглашение о сотрудничестве подписали в рамках Международного форума и выставки «Транспорт России».

 АО «ЦНИИМФ» является головной научной организацией Российской Федерации, сфера деятельности которой охватывает полный жизненный цикл основных объектов материально-технической базы морского и внутреннего водного транспорта – флота, портов, судоходных путей, перегрузочного оборудования и прочих объектов.

🖥Росморречфлот в MAX | ВК"
"В Москве появится культурное пространство, посвященное истории отечественного водного транспорта

Помимо самой экспозиции на новой площадке будут проводить культурно-просветительские и образовательные мероприятия, кинопоказы, тематические круглые столы и семинары, на которых будут выступать опытные транспортники, представители отраслевых вузов и компаний. 

Совместный проект реализуют «Росморпорт», «Канал имени Москвы» и Музей морского и речного флота.

🖥Росморречфлот в MAX | ВК"
"В морском порту Керчь планируют провести реконструкцию терминала «Камыш-Бурун» 

Соответствующее соглашение подписали на XIX Международном форуме и выставке «Транспорт России» ФГУП «Росморпорт» и ООО «Керченский морской торговый порт».

Завершить реконструкцию терминала «Камыш-Бурун» планируют до 2030 года. 

Это позволит значительно увеличить мощность порта, количество судозаходов, а также создать новые рабочие места. 

🖥Росморречфлот в MAX | ВК"
"В Новороссийске создадут морской терминал по перевалке сжиженных углеводородов

Договор подписан в рамках XIX Международного форума и выставки «Транспорт России» между «Росморпортом» и «Черноморским СПГ» при участии руководителя Росморречфлота Андрея Тарасенко.

Проект включает подбор участка и строительство инфраструктуры с учетом российского законодательства.

«Черноморский СПГ» планирует финансировать строительство.

«Росморпорт» — обеспечивать безопасность мореплавания."
"«Транспортная неделя - 2025»

Ищите нас на стенде 1.2"
""
"Уже завтра 

Росморречфлот представит ключевые достижения и перспективные проекты отрасли водного транспорта на XIX Международном форуме и выставке «Транспорт России».

На экспозиции Росморречфлота и подведомственных предприятий можно будет ознакомиться с нашими проектами и макетами современных судов, а также протестировать систему управления безэкипажным судном.

19 ноября проведём форсайт-сессию, на которой вместе с экспертами обсудим развитие беспилотного судоходства, создание мультимодальных логистических центров, поддержку портовой отрасли, реализацию нацпроекта «Эффективная транспортная система».

🖥Росморречфлот в MAX | ВК"
""
""
""
"Морскому транспорту быть! 

История торгового мореходства нашей страны полна славных открытий. 

О них расскажет альбом «Морской торговый флот России: краткая иллюстрированная история».  

Что ждет читателей книги? 
• путешествие сквозь века от первых ладей и кочей досовременных танкеров и газовозов; 
• архивные фотографии, репродукции картин и современныесъемки судов на трассах Северного морского пути; 
• уникальные материалы, многие из которых опубликованы впервые.  

Издание создано по инициативе ветеранов при поддержке ключевых компаний морской отрасли – ПАО «Совкомфлот», ФГУП «Атомфлот», ООО«ВодоходЪ», ГК «Дело», ФГУП «Росморпорт», АО «Совфрахт» и Транспортной группы FESCO. Его подготовил Музей морского и речного флота при поддержке Федерального агентства морского и речного транспорта. 
 
Презентация уникального издания, которое впервые рассказывает о торговом мореходстве нашей страны с древнейших времен до современности,состоится в рамках Транспортной недели – 2025.  

Когда: 19 ноября, 16:00  

Где: Пресс-центр выставки «Транспорт России»

🖥Росморречфлот в MAX | ВК"
