message
""
"Буксир-толкач «Дунайский-65» на зимовке в Казанском порту

🇷🇺 Татарстан, Казань 🏳
🔤🔤🔤🔤🔤🔤🔤🔤🔤🔤

📲 Охотники за кораблями ⚓️"
""
""
""
"—Томас, где ваша ферма?
Судя по открытой информации на ГосЗакупках, Канал им. Москвы планирует ремонтные работы на верхних головах всех шлюзов, включая наши 7-й и 8-й.
У седьмого уже расположился плавучий подъёмный кран с упоминанием Австрии. Огромная жёлтая стрела (при чём тут Пелевин?) видна издалека над верхушками деревьев.
Вот бы водили экскурсии на такие объекты!..

🇷🇺 Москва, Покровское-Стрешнево
📆 ноябрь-2025
📸 и 💬: ВК ""ПоСт"""
""
"🆘 Экипаж нефтяного танкера 🚢 Mersin (IMO: 9428683/MR2 Dwt 50 k) подал сигнал бедствия у берегов Сенегала в связи с поступлением воды в машинное отделение.

На опубликованных в соцсетях видеозаписях судно кренится на левый борт, имеет большой дифферент на корму, что говорит о полном затоплении машинного отделения, однако явных следов столкновения или внешнего удара не наблюдается. Море в момент съемки спокойное, видимость нормальная. 

Причины аварийной ситуации пока не установлены.

Судно ходит под флагом Панамы и принадлежит турецкой компании Beşiktaş Shipping. Сенегальские спасательные службы подтвердили получение сигнала тревоги, но официальных комментариев о характере повреждений или текущем состоянии судна пока нет.

MN: и снова судно заходило в итальянский порт незадолго до инцидента. Совпадение....

#accident #flooding 🚰 #Senegal 🇸🇳 #MR2  #opinion 🙋

Maritime News"
"Надстройка танкера KAIROS потушена.

Вскоре, судно будет отбуксированно также как и танкер VIRAT.
Как видно, оно получило серьёзные повреждения от пожара. Следы горения видны до миделя. Судно 2018 г.п., но учитывая характер повреждений, скорее всего танкер будет утилизирован.

@first_morskoy"
""
"🌃 Ночное

Плавкран «КПЛ-351» на канале имени Москвы у верхней головы 7-го шлюза КиМ

🇷🇺 Москва, Покровское-Стрешнево
🤩🤩🤗🤩🤩🤗🤩🤩🤩🤩

🌌 Охотники за кораблями⚓"
Танкер «Virat»🇬🇲 после вчерашней атаки БЭКов в Чёрном море.
"По двум танкерам ""теневого флота"" — «KAIROS»🇬🇲 и «VIRAT»🇬🇲 в Чёрном море отработали модернизированные морские дроны Sea Baby. Это общая спецоперация СБУ и ВМС, — украинские СМИ. 

После попадания оба танкера получили критические повреждения и фактически выведены из эксплуатации. Во время атаки суда шли пустыми — они направлялись на погрузку в порт Новороссийск."
"Речной флот в Тбилиси), река Кура

🇬🇪 Грузия, Тбилиси 
📆ноябрь-2025
📱: Сергей Петухов 👍

📲 Охотники за кораблями ⚓️"
""
""
"Кадры тушения танкера «KAIROS»🇬🇲 после атаки в Чёрном море опубликовал минтранс Турции.

В работе задействованы аварийно-спасательное судно «NENE HATUN»🇹🇷 и буксир «RESCUE-12»🇹🇷."
""
"Только что в Черном море был атакован танкер VIRAT (IMO 9832559, MMSI 629009648), шедший в направлении Турции под флагом Гамбии.
Согласно сообщениям, полученным по открытому 16-му каналу, судно атаковало пять БЭК. Все заходили с кормы. Попадания в район машинного отделения. Отделение затапливает.
Экипаж 19 человек  - граждане России.

@evilsailor2"
